quarter_str,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0
2016Q2,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,6,2,0,0,5,0,0,0,0
2023Q4,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,3,0,0,0,0,1,1,0
2025Q1,19,0,4,0,2,0,0,0,0,2,9,0,0,0,0,1,0,2,2,0,2,2,0,1,0,1,1,0,0,1,2,0,0,1,5,1,1,0,0,0,0,1,0
2025Q3,42,2,3,1,0,1,4,2,2,9,10,0,6,0,2,10,4,4,8,0,2,2,0,4,0,0,0,0,0,3,0,0,0,5,11,2,2,1,4,1,5,2,0
2025Q4,1208,61,132,19,25,89,187,51,28,78,331,47,44,24,51,153,101,301,95,124,12,26,9,156,21,24,36,26,37,103,34,29,25,63,244,139,72,33,158,33,71,46,20
